"Id","Data da venda","Preço unitario","Quantidade vencida","Descrição Eletrodoméstico","Nome do Fornecedor","Nome do Vendedor","Cidade","Estado","Nome Gerente","Cargo Gerente","Total de vendas"
7738,"2025-07-15",150,3,"Liquidificador 800W","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",450
7739,"2025-02-16",2200,6,"Freezer horizontal 300L","Consul","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",13200
7740,"2025-02-20",250,2,"Secador de cabelo 2000W","Taiff","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",500
7741,"2022-12-12",2500,7,"Freezer vertical 280L","Brastemp","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",17500
7742,"2024-08-22",850,8,"Bebedouro elétrico","IBBL","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6800
7743,"2024-11-22",200,6,"Chaleira elétrica inox","Oster","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",1200
7744,"2023-09-18",200,19,"Chaleira elétrica inox","Oster","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3800
7745,"2025-05-15",250,13,"Secador de cabelo 2000W","Taiff","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3250
7746,"2022-10-01",2500,1,"Freezer vertical 280L","Brastemp","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",2500
7747,"2023-10-25",1200,4,"Fogão 4 bocas","Consul","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",4800
7748,"2025-04-24",2800,7,"Máquina de Lavar 15kg","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",19600
7749,"2025-01-29",450,9,"Aspirador de pó vertical","Philco","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",4050
7750,"2023-03-01",1200,2,"Cafeteira expresso","Nespresso","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",2400
7751,"2023-12-28",350,6,"Panela elétrica multifunc.","Britânia","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2100
7752,"2023-05-29",850,14,"Bebedouro elétrico","IBBL","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",11900
7753,"2025-03-31",750,18,"Forno elétrico 35L","Philco","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",13500
7754,"2024-02-07",750,18,"Forno elétrico 35L","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",13500
7755,"2025-12-30",180,4,"Torradeira elétrica","Cadence","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",720
7756,"2025-11-07",220,1,"Panela elétrica de arroz","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",220
7757,"2025-03-11",180,12,"Torradeira elétrica","Cadence","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2160
7758,"2025-06-26",2000,4,"Ar-condicionado Split 12k","LG","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",8000
7759,"2025-11-08",2200,11,"Freezer horizontal 300L","Consul","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",24200
7760,"2025-02-13",2800,19,"Máquina de Lavar 15kg","Brastemp","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",53200
7761,"2022-09-09",350,12,"Panela elétrica multifunc.","Britânia","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",4200
7762,"2024-06-21",1500,4,"Coifa de parede inox","Electrolux","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6000
7763,"2025-11-15",180,5,"Torradeira elétrica","Cadence","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",900
7764,"2025-08-26",200,6,"Chaleira elétrica inox","Oster","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1200
7765,"2024-04-28",150,5,"Liquidificador 800W","Mondial","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",750
7766,"2025-12-22",850,19,"Bebedouro elétrico","IBBL","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",16150
7767,"2023-01-16",4500,17,"Geladeira Duplex 500L","Brastemp","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",76500
7768,"2025-09-26",180,6,"Liquidificador 1000W","Arno","Marcelo Tavares","Santo andré","São Paulo","Fernanda Souza","Financeiro",1080
7769,"2025-04-12",3200,14,"Geladeira Frost Free 400L","Electrolux","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",44800
7770,"2025-05-10",750,7,"Forno elétrico 35L","Philco","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5250
7771,"2023-07-13",3000,20,"Lava-louças 14 serviços","Electrolux","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",60000
7772,"2024-10-04",200,10,"Ventilador de mesa","Mondial","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2000
7773,"2022-09-29",1000,8,"Purificador de água","Consul","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",8000
7774,"2023-05-27",400,2,"Batedeira Planetária","Philco","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",800
7775,"2023-11-12",120,3,"Ferro de passar a vapor","Arno","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",360
7776,"2025-04-16",180,15,"Torradeira elétrica","Cadence","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2700
7777,"2022-03-05",450,6,"Aspirador de pó vertical","Philco","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2700
7778,"2025-10-09",3200,5,"Geladeira Frost Free 400L","Electrolux","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",16000
7779,"2025-05-02",180,20,"Liquidificador 1000W","Arno","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3600
7780,"2022-09-21",200,16,"Ventilador de mesa","Mondial","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3200
7781,"2025-07-16",220,3,"Panela elétrica de arroz","Mondial","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",660
7782,"2025-12-14",900,8,"Forno elétrico 45L","Fischer","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",7200
7783,"2025-12-31",1500,17,"Aspirador de pó robô","Xiaomi","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",25500
7784,"2022-05-10",200,16,"Chaleira elétrica inox","Oster","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",3200
7785,"2023-03-05",180,4,"Torradeira elétrica","Cadence","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",720
7786,"2025-05-24",450,13,"Aspirador de pó vertical","Philco","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5850
7787,"2025-06-13",3200,8,"Geladeira Frost Free 400L","Electrolux","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",25600
7788,"2025-02-13",1200,8,"Cafeteira expresso","Nespresso","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",9600
7789,"2024-09-25",650,1,"Micro-ondas 30L","Panasonic","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",650
7790,"2024-09-15",3000,2,"Lava-louças 14 serviços","Electrolux","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",6000
7791,"2022-03-10",150,7,"Liquidificador 800W","Mondial","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1050
7792,"2025-05-14",900,18,"Forno elétrico 45L","Fischer","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",16200
7793,"2022-06-03",1200,17,"Fogão 4 bocas","Consul","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",20400
7794,"2023-05-30",180,7,"Secador de cabelo 1600W","Philco","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1260
7795,"2025-09-13",150,18,"Liquidificador 800W","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2700
7796,"2023-10-01",1500,2,"Aspirador de pó robô","Xiaomi","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3000
7797,"2022-11-07",600,17,"Exaustor de cozinha","Tramontina","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",10200
7798,"2024-10-03",220,9,"Panela elétrica de arroz","Mondial","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1980
7799,"2022-09-20",1500,5,"Coifa de parede inox","Electrolux","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",7500
7800,"2023-04-14",90,2,"Ferro de passar seco","Britânia","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",180
7801,"2024-11-25",2000,3,"Ar-condicionado Split 12k","LG","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",6000
7802,"2025-10-24",900,3,"Forno elétrico 45L","Fischer","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",2700
7803,"2022-07-09",4500,8,"Geladeira Duplex 500L","Brastemp","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",36000
7804,"2025-04-10",280,17,"Grill elétrico","George Foreman","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",4760
7805,"2022-11-12",2800,17,"Máquina de Lavar 15kg","Brastemp","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",47600
7806,"2024-05-22",600,8,"Exaustor de cozinha","Tramontina","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",4800
7807,"2024-07-24",1200,17,"Cafeteira expresso","Nespresso","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",20400
7808,"2025-08-01",2000,17,"Ar-condicionado Split 12k","LG","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",34000
7809,"2023-11-22",500,16,"Micro-ondas 25L","LG","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",8000
7810,"2023-01-06",300,9,"Cafeteira elétrica 30 xícs","Oster","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2700
7811,"2025-04-27",1800,2,"Fogão 5 bocas","Atlas","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",3600
7812,"2023-07-02",400,14,"Batedeira Planetária","Philco","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",5600
7813,"2023-09-09",2800,4,"Ar-condicionado Split 18k","Samsung","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",11200
7814,"2022-03-03",180,16,"Liquidificador 1000W","Arno","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2880
7815,"2022-12-05",250,19,"Batedeira simples","Britânia","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",4750
7816,"2022-10-14",1200,16,"Fogão 4 bocas","Consul","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",19200
7817,"2023-10-18",750,9,"Forno elétrico 35L","Philco","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",6750
7818,"2023-05-24",3200,10,"Geladeira Frost Free 400L","Electrolux","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",32000
7819,"2024-06-07",2500,3,"Lava-louças 10 serviços","Brastemp","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",7500
7820,"2025-10-26",2800,19,"Máquina de Lavar 15kg","Brastemp","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",53200
7821,"2025-03-18",600,4,"Exaustor de cozinha","Tramontina","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",2400
7822,"2022-05-31",350,2,"Ventilador de coluna","Arno","Pedro Lima","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",700
7823,"2023-09-28",3200,14,"Geladeira Frost Free 400L","Electrolux","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",44800
7824,"2023-09-20",2200,3,"Freezer horizontal 300L","Consul","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",6600
7825,"2024-01-22",220,5,"Panela elétrica de arroz","Mondial","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",1100
7826,"2022-05-15",250,13,"Batedeira simples","Britânia","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",3250
7827,"2025-08-28",1500,13,"Aspirador de pó robô","Xiaomi","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",19500
7828,"2023-03-28",450,14,"Aspirador de pó vertical","Philco","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",6300
7829,"2024-01-12",350,7,"Panela elétrica multifunc.","Britânia","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2450
7830,"2022-05-21",1500,17,"Coifa de parede inox","Electrolux","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",25500
7831,"2022-11-25",2500,14,"Lava-louças 10 serviços","Brastemp","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",35000
7832,"2024-11-29",1500,1,"Coifa de parede inox","Electrolux","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",1500
7833,"2023-09-16",2200,6,"Freezer horizontal 300L","Consul","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",13200
7834,"2022-11-16",1000,9,"Purificador de água","Consul","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",9000
7835,"2025-08-23",3200,14,"Geladeira Frost Free 400L","Electrolux","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",44800
7836,"2022-07-06",200,20,"Chaleira elétrica inox","Oster","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4000
7837,"2022-01-24",2000,18,"Ar-condicionado Split 12k","LG","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",36000
7838,"2025-03-19",300,8,"Cafeteira elétrica 30 xícs","Oster","Larissa Rocha","Santo andré","São Paulo","Fernanda Souza","Financeiro",2400
7839,"2025-04-05",350,14,"Panela elétrica multifunc.","Britânia","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",4900
7840,"2025-11-09",400,7,"Batedeira Planetária","Philco","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2800
7841,"2022-08-14",1200,10,"Cafeteira expresso","Nespresso","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",12000
7842,"2024-10-11",3200,9,"Geladeira Frost Free 400L","Electrolux","Rafael Nogueira","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",28800
7843,"2022-03-27",3200,5,"Geladeira Frost Free 400L","Electrolux","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",16000
7844,"2024-02-21",150,14,"Sanduicheira elétrica","Mondial","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2100
7845,"2024-06-18",1000,5,"Purificador de água","Consul","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",5000
7846,"2023-11-03",1200,2,"Fogão 4 bocas","Consul","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2400
7847,"2022-10-01",150,18,"Sanduicheira elétrica","Mondial","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",2700
7848,"2023-09-22",250,7,"Secador de cabelo 2000W","Taiff","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",1750
7849,"2024-12-04",1800,11,"Fogão 5 bocas","Atlas","Ana Martins","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",19800
7850,"2024-08-17",4500,20,"Geladeira Duplex 500L","Brastemp","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",90000
7851,"2024-03-18",2800,12,"Máquina de Lavar 15kg","Brastemp","Lucas Barros","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",33600
7852,"2022-11-16",120,2,"Ferro de passar a vapor","Arno","Gustavo Ribeiro","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",240
7853,"2023-05-09",1200,2,"Cafeteira expresso","Nespresso","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",2400
7854,"2024-02-03",1200,18,"Cafeteira expresso","Nespresso","Juliana Costa","Juiz de fora","Minas Gerais","Carlos Andrade","Comercial",21600
7855,"2023-07-10",850,18,"Bebedouro elétrico","IBBL","Rodrigo Correia","Majé","Rio de Janeiro","Ricardo Mendes","Logística",15300
7856,"2025-02-23",1500,19,"Coifa de parede inox","Electrolux","Felipe Moreira","Caxias do Sul","Paraná","João Batista","Operações",28500
7857,"2022-03-04",1500,14,"Aspirador de pó robô","Xiaomi","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",21000
7858,"2023-09-12",750,18,"Forno elétrico 35L","Philco","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",13500
7859,"2023-01-08",150,6,"Liquidificador 800W","Mondial","Bruno Almeida","Santo andré","São Paulo","Fernanda Souza","Financeiro",900
7860,"2025-06-25",600,3,"Exaustor de cozinha","Tramontina","André Carvalho","Caxias do Sul","Paraná","João Batista","Operações",1800
7861,"2023-01-20",300,8,"Cafeteira elétrica 30 xícs","Oster","Mariana Teixeira","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2400
7862,"2022-12-04",2800,2,"Ar-condicionado Split 18k","Samsung","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",5600
7863,"2022-12-12",1500,10,"Coifa de parede inox","Electrolux","Tatiane Melo","Caxias do Sul","Paraná","João Batista","Operações",15000
7864,"2024-07-21",2500,3,"Lava-louças 10 serviços","Brastemp","Patrícia Duarte","Caxias do Sul","Paraná","João Batista","Operações",7500
7865,"2023-04-11",1800,4,"Fogão 5 bocas","Atlas","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",7200
7866,"2023-09-08",200,10,"Ventilador de mesa","Mondial","Bianca Santos","Majé","Rio de Janeiro","Ricardo Mendes","Logística",2000
7867,"2025-02-01",180,20,"Liquidificador 1000W","Arno","Eduardo Silva","Majé","Rio de Janeiro","Ricardo Mendes","Logística",3600
7868,"2023-10-31",300,15,"Cafeteira elétrica 30 xícs","Oster","Camila Ferreira","Santo andré","São Paulo","Fernanda Souza","Financeiro",4500
7869,"2023-12-11",1000,10,"Purificador de água","Consul","Daniela Pires","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",10000
7870,"2023-02-23",150,1,"Liquidificador 800W","Mondial","Simone Azevedo","Santo Amaro","Espirito Santo","Mariana Oliveira","Marketing",150
